Rs(GBu),NumCh,BCh(GHz),Lspan(KM),Ptx(dBm),CutNumCh,ChDistCutCen,TotCongLSP(%),RHEffecIdle,LHEffecIdle,RHCongLSP(%),RFirstIdle,LHCongLSP(%),LFirstIdle,PowNli(dB),PowAse(dB),SnrLink(dB)
32,117,3.2e+07,70,-3.5,64,5,75.214,16,16,71.698,0,77.778,0,-71.64,-62.095,28.138
32,117,3.2e+07,85,2,65,6,75.214,15,18,69.231,0,79.688,0,-55.3,-58.628,25.642
96,45,9.6e+07,110,-1.5,27,4,75.556,9,9,77.778,2,73.077,0,-74.777,-48.145,16.635
64,59,6.4e+07,65,3,14,16,74.576,10,8,77.778,0,61.538,1,-58.601,-60.254,29.339
32,117,3.2e+07,50,-3,98,39,75.214,11,19,57.895,0,78.351,0,-71.006,-66.852,32.44
32,117,3.2e+07,75,-2,113,54,75.214,4,17,100,0,74.107,1,-68.181,-60.934,28.184
96,45,9.6e+07,110,0,2,21,75.556,10,0,76.744,0,0,0,-71.012,-48.145,18.122
64,59,6.4e+07,90,0,46,16,76.271,10,7,84.615,0,73.333,1,-67.212,-54.471,24.246
96,45,9.6e+07,90,3.5,21,2,77.778,8,9,79.167,0,75,0,-59.032,-52.71,25.3
64,59,6.4e+07,90,3,25,5,74.576,9,9,64.706,0,87.5,0,-57.798,-54.471,25.813
32,117,3.2e+07,70,2,42,17,75.214,14,17,74.667,2,75.61,1,-56.228,-62.095,27.228
64,59,6.4e+07,50,-4,27,3,74.576,9,6,84.375,1,61.538,0,-80.134,-63.842,29.741
96,45,9.6e+07,85,1.5,19,4,75.556,11,5,92.308,0,50,1,-65.697,-53.857,25.082
32,117,3.2e+07,70,2.5,17,42,76.068,17,12,76,1,75,0,-54.151,-62.095,26.004
96,45,9.6e+07,70,-4.5,28,5,75.556,8,11,70.588,0,77.778,0,-83.221,-57.324,22.813
96,45,9.6e+07,85,-5,8,15,77.778,10,6,75.676,1,85.714,1,-85.556,-53.857,18.854
64,59,6.4e+07,65,0,18,12,74.576,10,9,73.171,0,76.471,1,-67.402,-60.254,29.489
64,59,6.4e+07,75,-3,11,19,74.576,10,7,75,0,70,0,-76.014,-57.924,24.857
32,117,3.2e+07,70,1,67,8,75.214,23,16,86,0,66.667,1,-58.223,-62.095,27.731
32,117,3.2e+07,85,0,27,32,75.214,16,11,82.222,0,50,7,-62.397,-58.628,27.106
32,117,3.2e+07,55,4,82,23,75.214,16,21,68.571,0,77.778,0,-49.34,-65.639,23.239
96,45,9.6e+07,80,-3.5,10,13,75.556,9,8,71.429,0,88.889,1,-80.573,-55.008,21.496
96,45,9.6e+07,70,1,29,6,75.556,10,9,87.5,0,67.857,0,-66.589,-57.324,27.838
96,45,9.6e+07,55,1,44,21,75.556,1,7,100,0,74.419,1,-68.39,-60.868,31.16
96,45,9.6e+07,50,2.5,10,13,75.556,11,6,77.143,0,66.667,0,-62.727,-62.081,31.882
96,45,9.6e+07,100,-2,2,21,75.556,11,1,74.419,0,100,0,-76.162,-50.424,18.413
32,117,3.2e+07,110,-0.5,19,40,75.214,21,9,79.592,0,50,1,-63.032,-52.916,22.012
64,59,6.4e+07,80,5,17,13,74.576,10,9,73.81,0,75,0,-51.694,-56.768,25.518
96,45,9.6e+07,120,1,30,7,77.778,8,10,66.667,0,82.759,0,-66.563,-45.869,16.832
96,45,9.6e+07,50,0,16,7,77.778,10,8,82.759,0,66.667,0,-70.112,-62.081,31.447
64,59,6.4e+07,90,-2.5,11,19,76.271,9,8,75,0,80,0,-74.35,-54.471,21.927
64,59,6.4e+07,95,-4.5,45,15,74.576,10,6,85.714,0,70.455,0,-80.167,-53.327,18.818
32,117,3.2e+07,100,4.5,112,53,75.214,4,17,80,1,74.775,0,-48.525,-55.195,22.178
32,117,3.2e+07,90,2.5,79,20,75.214,16,18,73.684,0,75.641,0,-53.452,-57.481,24.505
96,45,9.6e+07,95,1,15,8,77.778,10,8,80,0,71.429,1,-67.041,-51.566,22.445
32,117,3.2e+07,65,-1,113,54,75.214,3,19,75,0,75,0,-64.9,-63.265,29.996
96,45,9.6e+07,85,-2.5,40,17,75.556,4,9,80,0,74.359,0,-77.403,-53.857,21.338
32,117,3.2e+07,95,5,52,7,75.214,16,18,69.231,0,82.353,0,-45.845,-56.337,20.474
64,59,6.4e+07,70,-0.5,33,3,74.576,11,10,73.077,0,75,1,-68.484,-59.085,28.113
96,45,9.6e+07,105,-3,35,12,75.556,9,9,90,0,70.588,0,-78.764,-49.284,16.279
64,59,6.4e+07,110,-4.5,56,26,74.576,2,12,66.667,1,74.545,0,-80.893,-49.905,15.402
32,117,3.2e+07,105,0,19,40,75.214,16,13,75.51,0,72.222,0,-61.32,-54.055,23.308
64,59,6.4e+07,60,2.5,36,6,76.271,10,10,65.217,0,82.857,1,-59.721,-61.435,29.983
96,45,9.6e+07,85,-0.5,35,12,75.556,7,8,70,0,76.471,0,-71.557,-53.857,23.284
96,45,9.6e+07,65,-1,17,6,77.778,7,10,71.429,1,87.5,0,-73.202,-58.494,27.349
64,59,6.4e+07,80,2,33,3,74.576,10,7,80.769,0,68.75,3,-61.317,-56.768,27.462
32,117,3.2e+07,80,-4,66,7,76.068,17,18,74.51,1,76.923,1,-73.82,-59.779,25.611
32,117,3.2e+07,110,2.5,82,23,75.214,20,17,77.143,0,74.074,0,-53.536,-52.916,22.705
96,45,9.6e+07,60,2.5,1,22,77.778,11,0,77.273,0,0,0,-63.609,-59.674,30.7
32,117,3.2e+07,65,-5,20,39,75.214,13,14,75.258,1,73.684,0,-77.021,-63.265,28.086
96,45,9.6e+07,75,-2.5,32,9,75.556,11,8,84.615,0,70.968,0,-77.486,-56.163,23.631
64,59,6.4e+07,110,-3,35,5,74.576,6,10,58.333,2,85.294,0,-76.392,-49.905,16.896
64,59,6.4e+07,90,4.5,44,14,74.576,7,9,66.667,0,76.744,0,-53.461,-54.471,25.426
96,45,9.6e+07,110,-1,38,15,77.778,5,8,71.429,0,78.378,0,-72.691,-48.145,17.129
64,59,6.4e+07,55,-4.5,25,5,76.271,9,9,76.471,0,75,0,-80.664,-62.629,28.061
32,117,3.2e+07,95,-1,8,51,75.214,17,5,75.229,0,71.429,1,-64.941,-56.337,24.776
64,59,6.4e+07,120,5,6,24,74.576,9,4,73.585,0,80,0,-52.194,-47.63,21.328
96,45,9.6e+07,85,3.5,45,22,75.556,0,10,0,0,75,0,-60.448,-53.857,26.496
96,45,9.6e+07,55,4,8,15,75.556,9,5,75.676,0,71.429,2,-58.879,-60.868,30.75
32,117,3.2e+07,60,-5,52,7,75.214,20,17,75.385,0,74.51,0,-76.032,-64.445,29.153
32,117,3.2e+07,115,-4,71,12,75.214,19,16,69.565,0,78.571,1,-73.144,-51.778,17.746
32,117,3.2e+07,120,3.5,64,5,75.214,16,16,83.019,1,68.254,0,-50.935,-50.64,21.275
96,45,9.6e+07,120,3,26,3,77.778,9,9,73.684,1,80,2,-61.537,-45.869,18.753
32,117,3.2e+07,110,4,10,49,75.214,18,6,75.701,0,66.667,1,-49.631,-52.916,21.96
32,117,3.2e+07,85,2,31,28,76.068,20,15,77.907,0,70,0,-54.982,-58.628,25.423
96,45,9.6e+07,55,1,3,20,75.556,10,0,78.571,1,0,0,-68.881,-60.868,31.231
32,117,3.2e+07,100,0,77,18,76.068,15,19,72.5,0,77.632,0,-60.933,-55.195,24.168
96,45,9.6e+07,60,3,27,4,75.556,9,8,77.778,0,73.077,0,-60.952,-59.674,30.256
96,45,9.6e+07,110,2,14,9,75.556,7,9,74.194,1,76.923,1,-64.669,-48.145,20.049
32,117,3.2e+07,85,1,63,4,76.068,15,18,68.519,1,82.258,0,-58.399,-58.628,26.502
96,45,9.6e+07,105,-1.5,11,12,75.556,10,7,76.471,1,70,0,-74.778,-49.284,17.771
32,117,3.2e+07,115,3,14,45,75.214,17,10,74.757,0,76.923,0,-52.115,-51.778,21.933
32,117,3.2e+07,60,-3.5,18,41,75.214,15,14,73.737,1,82.353,0,-72.524,-64.445,30.317
32,117,3.2e+07,115,-2.5,50,9,75.214,18,16,77.612,1,71.429,0,-68.944,-51.778,19.195
96,45,9.6e+07,85,-1,33,10,75.556,9,8,75,0,75,0,-72.953,-53.857,22.804
32,117,3.2e+07,105,4,75,16,75.214,18,18,73.81,0,75.676,0,-48.958,-54.055,21.788
96,45,9.6e+07,65,1,17,6,75.556,8,11,67.857,0,87.5,0,-66.775,-58.494,28.892
32,117,3.2e+07,60,1,76,17,76.068,18,19,80.488,0,73.333,0,-57.95,-64.445,28.072
96,45,9.6e+07,55,-5,13,10,75.556,9,8,78.125,0,66.667,0,-85.148,-60.868,25.852
64,59,6.4e+07,90,0,34,4,74.576,9,10,72,1,75.758,0,-67.016,-54.471,24.236
32,117,3.2e+07,75,-5,35,24,75.214,18,17,71.951,0,82.353,0,-76.171,-60.934,25.806
96,45,9.6e+07,75,-0.5,23,0,75.556,10,7,81.818,0,68.182,0,-71.554,-56.163,25.539
32,117,3.2e+07,90,-1,90,31,75.214,15,17,66.667,2,77.528,1,-65.279,-57.481,25.814
64,59,6.4e+07,80,0.5,23,7,74.576,9,10,80.556,1,63.636,0,-65.68,-56.768,26.744
96,45,9.6e+07,120,-1,21,2,77.778,10,8,83.333,0,70,0,-72.639,-45.869,14.86
64,59,6.4e+07,100,-2.5,50,20,74.576,6,9,66.667,1,75.51,1,-75.303,-52.185,19.664
96,45,9.6e+07,55,0,30,7,75.556,7,9,66.667,0,79.31,0,-70.362,-60.868,30.406
64,59,6.4e+07,105,-5,13,17,74.576,8,10,71.739,0,83.333,0,-81.884,-51.045,16.041
64,59,6.4e+07,90,0,35,5,74.576,8,8,75,2,73.529,1,-67.803,-54.471,24.274
64,59,6.4e+07,60,2,3,27,76.271,9,2,75,0,100,0,-61.582,-61.435,30.497
32,117,3.2e+07,105,-4.5,111,52,75.214,3,18,50,1,76.364,0,-75.497,-54.055,19.524
64,59,6.4e+07,120,2,36,6,76.271,11,9,82.609,0,71.429,1,-60.949,-47.63,19.432
32,117,3.2e+07,60,5,69,10,75.214,12,18,68.75,0,79.412,0,-46.296,-64.445,21.23
96,45,9.6e+07,105,4.5,5,18,75.556,10,3,75,0,75,0,-56.523,-49.284,23.033
64,59,6.4e+07,110,3.5,22,8,74.576,9,8,75.676,0,71.429,1,-56.581,-49.905,22.56
96,45,9.6e+07,115,-0.5,36,13,75.556,6,9,66.667,0,77.143,0,-71.188,-47.006,16.49
96,45,9.6e+07,60,4.5,45,22,77.778,0,11,0,0,77.273,0,-57.482,-59.674,29.931
32,117,3.2e+07,120,-0.5,115,56,75.214,1,15,50,0,75.439,0,-63.564,-50.64,19.924
96,45,9.6e+07,85,-3.5,5,18,75.556,10,3,75,0,75,0,-80.521,-53.857,20.348
64,59,6.4e+07,85,2,48,18,74.576,7,10,63.636,0,76.596,1,-61.192,-55.618,26.556
32,117,3.2e+07,50,-2.5,70,11,75.214,16,19,74.468,0,75.362,0,-68.996,-66.852,32.283
64,59,6.4e+07,100,-0.5,13,17,74.576,8,8,76.087,1,66.667,0,-68.705,-52.185,21.589
64,59,6.4e+07,75,3.5,20,10,74.576,7,10,74.359,0,73.684,0,-56.213,-57.924,27.474
64,59,6.4e+07,65,3,27,3,76.271,10,8,81.25,1,69.231,0,-58.383,-60.254,29.208
32,117,3.2e+07,75,4.5,25,34,76.068,19,17,77.174,0,70.833,0,-47.822,-60.934,22.115
64,59,6.4e+07,110,2,16,14,76.271,8,10,72.093,2,86.667,0,-61.207,-49.905,21.595
64,59,6.4e+07,70,-2.5,55,25,74.576,3,8,75,1,74.074,0,-75.15,-59.085,26.479
32,117,3.2e+07,110,3,109,50,76.068,5,17,62.5,0,76.852,0,-52.314,-52.916,22.594
96,45,9.6e+07,80,1,45,22,75.556,0,10,0,0,75,0,-67.867,-55.008,25.788
32,117,3.2e+07,75,-3,96,37,75.214,15,15,71.429,1,75.789,1,-71.238,-60.934,27.547
96,45,9.6e+07,55,1,25,2,75.556,9,8,75,0,75,0,-67.056,-60.868,30.932
64,59,6.4e+07,105,-4.5,7,23,76.271,11,6,73.077,0,100,0,-80.283,-51.045,16.539
32,117,3.2e+07,65,-3.5,40,19,76.068,17,20,74.026,2,79.487,0,-72.184,-63.265,29.241
96,45,9.6e+07,95,2,42,19,77.778,3,11,100,0,75.61,0,-63.812,-51.566,23.315
64,59,6.4e+07,95,-3,21,9,74.576,11,7,78.947,0,65,1,-76.122,-53.327,20.304
64,59,6.4e+07,80,-2.5,5,25,74.576,8,4,72.222,0,100,0,-74.531,-56.768,24.196
32,117,3.2e+07,80,3,13,46,75.214,16,9,75,0,75,1,-52.711,-59.779,24.932
32,117,3.2e+07,65,0.5,17,42,76.068,18,12,76,4,75,1,-61.391,-63.265,29.717
32,117,3.2e+07,75,-2.5,41,18,75.214,17,17,72.368,0,80,0,-68.481,-60.934,27.73
32,117,3.2e+07,60,0,5,54,75.214,17,2,75.893,0,50,0,-62.176,-64.445,30.154
64,59,6.4e+07,50,1,53,23,76.271,5,10,83.333,0,75,0,-64.415,-63.842,32.109
32,117,3.2e+07,80,-4.5,47,12,75.214,18,15,81.429,2,65.217,1,-75.571,-59.779,25.166
64,59,6.4e+07,105,5,18,12,74.576,9,10,70.732,0,82.353,0,-51.788,-51.045,23.39
32,117,3.2e+07,85,4.5,49,10,75.214,16,17,70.588,0,81.25,0,-47.579,-58.628,21.75
96,45,9.6e+07,85,1.5,43,20,75.556,1,10,50,1,76.19,0,-66.006,-53.857,25.1
32,117,3.2e+07,95,3.5,54,5,75.214,16,14,77.778,0,71.698,0,-50.809,-56.337,23.237
32,117,3.2e+07,60,3.5,103,44,75.214,11,20,78.571,0,74.51,0,-50.795,-64.445,24.111
64,59,6.4e+07,100,1.5,15,15,74.576,8,10,75,0,71.429,0,-62.316,-52.185,23.283
64,59,6.4e+07,55,-2,6,24,74.576,8,5,71.698,0,100,0,-73.384,-62.629,30.278
96,45,9.6e+07,55,4.5,45,22,75.556,0,9,0,0,75,0,-57.913,-60.868,30.634
64,59,6.4e+07,50,5,37,7,74.576,9,7,81.818,0,69.444,1,-52.813,-63.842,27.483
32,117,3.2e+07,80,2,15,44,75.214,17,12,73.529,0,85.714,0,-55.379,-59.779,26.034
96,45,9.6e+07,110,3,23,0,75.556,10,9,77.273,1,72.727,0,-60.949,-48.145,20.923
96,45,9.6e+07,100,0.5,11,12,77.778,12,5,85.294,0,50,3,-68.755,-50.424,20.861
32,117,3.2e+07,110,5,46,13,75.214,19,16,77.465,0,71.111,0,-46.016,-52.916,20.209
32,117,3.2e+07,90,3,54,5,75.214,17,19,74.603,0,75.472,0,-52.059,-57.481,23.963
96,45,9.6e+07,50,-1,12,11,77.778,12,7,81.818,0,63.636,0,-73.333,-62.081,30.767
96,45,9.6e+07,65,-2.5,45,22,75.556,0,9,0,0,75,1,-79.106,-58.494,25.956
64,59,6.4e+07,120,4,19,11,74.576,9,8,75,0,72.222,0,-54.806,-47.63,20.869
96,45,9.6e+07,75,1,42,19,75.556,2,9,66.667,0,75.61,0,-67.131,-56.163,26.828
64,59,6.4e+07,110,2.5,16,14,74.576,9,11,69.767,0,86.667,0,-59.025,-49.905,21.904
96,45,9.6e+07,50,-1.5,4,19,75.556,9,1,78.049,0,33.333,2,-75.845,-62.081,30.402
64,59,6.4e+07,80,-5,19,11,74.576,10,10,70,0,83.333,0,-81.634,-56.768,21.754
96,45,9.6e+07,50,0,33,10,77.778,8,10,66.667,0,81.25,0,-70.205,-62.081,31.459
96,45,9.6e+07,115,-3,37,14,75.556,6,10,75,1,75,0,-79.033,-47.006,14.004
32,117,3.2e+07,60,-2,80,21,76.068,20,19,75.676,0,75.949,0,-67.343,-64.445,30.646
96,45,9.6e+07,90,3,11,12,75.556,12,6,79.412,0,60,1,-61.135,-52.71,25.127
96,45,9.6e+07,55,-4.5,43,20,75.556,1,9,50,0,76.19,0,-84.222,-60.868,26.348
64,59,6.4e+07,105,5,11,19,74.576,9,6,77.083,0,60,2,-52.629,-51.045,23.755
64,59,6.4e+07,100,0,7,23,74.576,8,5,73.077,0,83.333,1,-67.278,-52.185,22.053
32,117,3.2e+07,75,0,98,39,76.068,14,19,73.684,0,76.289,0,-61.537,-60.934,28.215
64,59,6.4e+07,90,2.5,7,23,74.576,8,5,73.077,0,83.333,0,-59.579,-54.471,25.804
96,45,9.6e+07,75,-1.5,14,9,75.556,8,9,74.194,0,76.923,0,-74.522,-56.163,24.6
64,59,6.4e+07,100,1.5,40,10,74.576,8,8,68.421,0,76.923,0,-62.495,-52.185,23.298
32,117,3.2e+07,115,-2,33,26,75.214,18,15,76.19,0,71.875,0,-67.166,-51.778,19.654
64,59,6.4e+07,55,-2.5,54,24,74.576,3,9,60,1,75.472,0,-75.401,-62.629,29.905
32,117,3.2e+07,70,-0.5,40,19,75.214,18,17,75.325,0,74.359,0,-62.757,-62.095,28.903
96,45,9.6e+07,100,1.5,24,1,75.556,7,9,66.667,1,82.609,0,-65.658,-50.424,21.796
32,117,3.2e+07,50,1.5,27,32,75.214,21,17,76.667,0,69.231,0,-57.235,-66.852,28.285
32,117,3.2e+07,90,-2,56,3,75.214,14,17,73.77,0,76.364,0,-67.065,-57.481,25.028
32,117,3.2e+07,95,-4.5,64,5,75.214,18,19,77.358,1,73.016,0,-74.743,-56.337,21.775
32,117,3.2e+07,50,1.5,59,0,76.068,19,17,79.31,0,72.414,0,-56.75,-66.852,27.845
64,59,6.4e+07,75,-2,31,1,74.576,9,9,82.143,0,66.667,0,-72.682,-57.924,25.781
96,45,9.6e+07,80,-3.5,43,20,77.778,2,9,100,0,76.19,0,-80.831,-55.008,21.496
96,45,9.6e+07,85,1,27,4,75.556,9,8,77.778,0,73.077,1,-67.091,-53.857,24.656
32,117,3.2e+07,55,-1,29,30,75.214,19,15,79.545,1,60.714,0,-64.885,-65.639,31.235
64,59,6.4e+07,105,0,50,20,74.576,8,9,88.889,0,71.429,0,-66.683,-51.045,20.928
96,45,9.6e+07,110,-4,32,9,75.556,10,9,84.615,1,70.968,0,-82.259,-48.145,14.143
32,117,3.2e+07,60,-2.5,60,1,75.214,16,16,71.93,0,77.966,0,-68.643,-64.445,30.545
64,59,6.4e+07,120,3,16,14,76.271,9,11,72.093,1,86.667,0,-57.945,-47.63,20.244
96,45,9.6e+07,75,-1.5,14,9,75.556,9,7,80.645,0,61.538,3,-74.928,-56.163,24.605
96,45,9.6e+07,110,-0.5,31,8,77.778,10,8,85.714,0,73.333,0,-71.031,-48.145,17.622
64,59,6.4e+07,55,-3,27,3,74.576,7,9,75,1,73.077,0,-76.618,-62.629,29.459
32,117,3.2e+07,65,3,61,2,75.214,15,16,73.214,0,76.667,0,-52.091,-63.265,24.771
32,117,3.2e+07,115,5,76,17,75.214,12,19,60.976,0,82.667,0,-46.083,-51.778,20.046
64,59,6.4e+07,95,5,19,11,74.576,9,10,72.5,1,77.778,0,-52.109,-53.327,24.665
64,59,6.4e+07,90,1,23,7,74.576,10,7,83.333,0,59.091,0,-63.625,-54.471,24.973
96,45,9.6e+07,85,1.5,38,15,75.556,5,8,71.429,1,75.676,0,-65.775,-53.857,25.086
96,45,9.6e+07,115,-1.5,33,10,77.778,10,8,83.333,0,75,0,-74.226,-47.006,15.498
32,117,3.2e+07,70,5,4,55,75.214,20,3,74.336,0,100,0,-46.796,-62.095,21.669
96,45,9.6e+07,105,1,34,11,77.778,8,10,72.727,0,78.788,0,-66.858,-49.284,20.208
64,59,6.4e+07,105,2.5,53,23,74.576,4,9,66.667,0,75,2,-60.214,-51.045,23.048
32,117,3.2e+07,75,0.5,60,1,75.214,20,17,78.947,0,71.186,0,-59.34,-60.934,27.554
96,45,9.6e+07,95,3.5,40,17,75.556,3,9,60,0,76.923,0,-59.524,-51.566,24.421
64,59,6.4e+07,80,2.5,11,19,76.271,9,8,75,0,80,0,-59.519,-56.768,27.419
32,117,3.2e+07,90,-1,58,1,75.214,17,19,77.966,1,71.93,0,-64.157,-57.481,25.636
32,117,3.2e+07,80,-0.5,9,50,76.068,17,5,76.852,0,62.5,0,-63.132,-59.779,27.629
96,45,9.6e+07,65,-3,5,18,77.778,10,4,75,0,100,0,-79.045,-58.494,25.455
64,59,6.4e+07,50,-2,18,12,74.576,9,10,70.732,0,82.353,0,-73.27,-63.842,31.373
32,117,3.2e+07,120,3,78,19,75.214,18,17,71.795,0,76.623,0,-51.733,-50.64,21.142
64,59,6.4e+07,60,2,24,6,74.576,10,11,68.571,0,82.609,0,-60.756,-61.435,30.072
96,45,9.6e+07,70,-3.5,3,20,75.556,8,2,73.81,0,100,0,-80.706,-57.324,23.804
64,59,6.4e+07,60,1,49,19,74.576,8,9,80,1,72.917,0,-64.515,-61.435,30.697
32,117,3.2e+07,50,0.5,33,26,75.214,14,19,72.619,0,81.25,0,-60.025,-66.852,29.706
32,117,3.2e+07,90,-2,76,17,75.214,17,15,82.927,1,70.667,4,-68.196,-57.481,25.128
96,45,9.6e+07,50,4.5,12,11,75.556,8,8,75.758,0,72.727,0,-56.801,-62.081,30.173
64,59,6.4e+07,105,-3.5,31,1,74.576,12,10,78.571,0,70,1,-77.269,-51.045,17.534
64,59,6.4e+07,55,2,9,21,76.271,10,3,82,0,37.5,3,-62.007,-62.629,31.297
96,45,9.6e+07,90,4,43,20,77.778,1,11,50,1,78.571,0,-58.495,-52.71,25.693
32,117,3.2e+07,65,4.5,58,1,75.214,17,16,69.492,0,80.702,0,-47.795,-63.265,22.174
96,45,9.6e+07,115,-3,29,6,75.556,9,9,68.75,0,78.571,0,-78.482,-47.006,14.003
96,45,9.6e+07,65,-2.5,41,18,75.556,2,10,50,2,77.5,0,-78.238,-58.494,25.948
64,59,6.4e+07,70,-1.5,12,18,74.576,10,8,74.468,0,72.727,0,-71.621,-59.085,27.349
96,45,9.6e+07,110,0,9,14,75.556,10,7,72.222,0,87.5,0,-69.601,-48.145,18.114
64,59,6.4e+07,80,4.5,19,11,74.576,10,9,75,1,72.222,0,-53.633,-56.768,26.414
96,45,9.6e+07,90,4.5,8,15,75.556,9,6,72.973,0,85.714,0,-56.222,-52.71,25.61
64,59,6.4e+07,95,-1.5,27,3,74.576,9,7,75,0,73.077,0,-71.524,-53.327,21.762
32,117,3.2e+07,75,-2.5,80,21,75.214,17,16,70.27,1,77.215,2,-69.823,-60.934,27.906
64,59,6.4e+07,70,-2.5,11,19,74.576,7,8,72.917,0,80,0,-74.495,-59.085,26.462
64,59,6.4e+07,120,1.5,5,25,74.576,10,3,74.074,0,75,0,-62.637,-47.63,18.995
96,45,9.6e+07,120,-0.5,12,11,75.556,9,9,72.727,0,81.818,1,-71.41,-45.869,15.357
64,59,6.4e+07,95,1.5,5,25,74.576,9,4,72.222,0,100,0,-62.48,-53.327,24.329
96,45,9.6e+07,85,0,41,18,75.556,1,10,25,0,80,0,-70.456,-53.857,23.763
32,117,3.2e+07,120,4,57,2,75.214,20,16,71.667,0,78.571,0,-48.806,-50.64,20.617
64,59,6.4e+07,70,-2,53,23,76.271,4,11,66.667,0,76.923,0,-73.151,-59.085,26.918
96,45,9.6e+07,90,2.5,10,13,75.556,7,8,71.429,0,88.889,0,-62.355,-52.71,24.763
32,117,3.2e+07,110,2.5,60,1,75.214,16,17,75.439,1,74.576,0,-53.897,-52.916,22.868
96,45,9.6e+07,60,-3,37,14,77.778,5,11,62.5,0,80.556,0,-79.002,-59.674,26.623
96,45,9.6e+07,115,-1,7,16,77.778,10,5,76.316,0,83.333,0,-72.771,-47.006,15.995
64,59,6.4e+07,60,-1.5,11,19,76.271,10,8,75,0,80,1,-71.93,-61.435,29.563
32,117,3.2e+07,90,-0.5,65,6,75.214,19,15,76.923,0,73.438,1,-62.962,-57.481,25.899
96,45,9.6e+07,60,5,35,12,75.556,8,11,80,0,73.529,0,-54.853,-59.674,28.616
96,45,9.6e+07,85,-3,26,3,75.556,8,10,68.421,1,80,0,-79.01,-53.857,20.844
32,117,3.2e+07,50,4.5,111,52,76.068,5,19,83.333,0,75.455,0,-48.553,-66.852,22.989
64,59,6.4e+07,90,-1.5,32,2,74.576,6,10,62.963,1,83.871,0,-71.637,-54.471,22.889
64,59,6.4e+07,60,-5,16,14,76.271,10,10,74.419,0,80,0,-81.875,-61.435,26.395
96,45,9.6e+07,95,1,27,4,75.556,9,9,83.333,0,69.231,0,-66.668,-51.566,22.434
