Rs(GBu),NumCh,BCh(GHz),Lspan(KM),Ptx(dBm),CutNumCh,ChDistCutCen,TotCongLSP(%),RHEffecIdle,LHEffecIdle,RHCongLSP(%),RFirstIdle,LHCongLSP(%),LFirstIdle,PowNli(dB),PowAse(dB),SnrLink(dB)
96,45,9.6e+07,80,0.5,1,22,13.333,3,0,11.364,2,0,0,-71.503,-55.008,25.411
64,59,6.4e+07,120,4,26,4,11.864,1,1,9.0909,11,12,10,-58.779,-47.63,21.309
64,59,6.4e+07,75,2,36,6,11.864,1,0,13.043,7,8.5714,15,-64.932,-57.924,29.135
64,59,6.4e+07,65,3.5,29,1,11.864,2,1,16.667,3,3.5714,8,-60.239,-60.254,30.737
32,117,3.2e+07,60,-5,95,36,11.111,2,4,9.0909,0,10.638,6,-80.537,-64.445,29.339
96,45,9.6e+07,100,-3,9,14,13.333,3,0,13.889,1,0,0,-81.896,-50.424,17.421
32,117,3.2e+07,55,1.5,37,22,11.111,2,4,6.25,4,19.444,0,-60.691,-65.639,30.985
32,117,3.2e+07,90,2,97,38,11.111,3,2,15,6,9.375,14,-60.891,-57.481,27.849
96,45,9.6e+07,70,1.5,32,9,13.333,3,1,23.077,2,6.4516,9,-68.666,-57.324,28.516
64,59,6.4e+07,75,4,59,29,11.864,0,1,0,0,10.345,0,-58.085,-57.924,28.993
96,45,9.6e+07,65,0.5,45,22,13.333,0,1,0,0,11.364,1,-71.837,-58.494,28.797
32,117,3.2e+07,115,4.5,7,52,11.111,3,1,10,9,16.667,2,-53,-51.778,23.836
64,59,6.4e+07,50,-3,26,4,11.864,3,1,9.0909,1,12,6,-79.621,-63.842,30.729
32,117,3.2e+07,95,2.5,31,28,11.111,0,3,8.1395,25,16.667,5,-59.308,-56.337,27.063
32,117,3.2e+07,120,3.5,72,13,11.111,2,2,13.333,4,8.4507,13,-56.087,-50.64,23.05
32,117,3.2e+07,95,-1,44,15,11.111,2,3,9.589,9,11.628,0,-67.955,-56.337,25.048
64,59,6.4e+07,90,5,9,21,11.864,3,0,12,2,0,0,-55.574,-54.471,26.977
64,59,6.4e+07,100,0.5,28,2,11.864,2,0,12.903,5,7.4074,12,-69.206,-52.185,22.6
64,59,6.4e+07,70,2,31,1,11.864,0,0,7.1429,13,13.333,16,-65.051,-59.085,30.105
96,45,9.6e+07,95,4,20,3,13.333,2,0,12,1,10.526,12,-60.821,-51.566,25.079
32,117,3.2e+07,85,-3,54,5,11.111,2,1,7.9365,9,13.208,2,-75.481,-58.628,25.54
32,117,3.2e+07,65,-5,117,58,11.111,0,1,0,0,10.345,14,-82.602,-63.265,28.214
64,59,6.4e+07,100,-4.5,46,16,11.864,2,2,15.385,8,8.8889,4,-84.073,-52.185,17.682
32,117,3.2e+07,120,4.5,59,0,10.256,2,4,8.6207,0,10.345,6,-51.719,-50.64,22.636
32,117,3.2e+07,105,2,109,50,11.111,1,1,12.5,3,10.185,9,-60.839,-54.055,25.228
64,59,6.4e+07,110,4.5,35,5,11.864,3,1,16.667,5,5.8824,11,-57.096,-49.905,23.646
32,117,3.2e+07,60,0.5,47,12,11.111,1,5,8.5714,14,13.043,1,-64.622,-64.445,32.022
96,45,9.6e+07,120,4,40,17,11.111,0,1,0,0,10.256,1,-61.046,-45.869,19.739
96,45,9.6e+07,70,-2,30,7,13.333,0,1,0,0,17.241,0,-78.643,-57.324,25.292
32,117,3.2e+07,120,-5,99,40,11.111,2,0,11.111,5,10.204,31,-81.977,-50.64,15.637
96,45,9.6e+07,70,-3,17,6,13.333,1,2,10.714,4,12.5,0,-81.53,-57.324,24.308
32,117,3.2e+07,95,-3.5,22,37,11.111,1,4,8.4211,6,19.048,4,-77.079,-56.337,22.801
96,45,9.6e+07,105,5,1,22,13.333,1,0,11.364,3,0,0,-58.328,-49.284,23.774
32,117,3.2e+07,80,2.5,78,19,10.256,1,2,5.1282,4,11.688,10,-59.35,-59.779,29.049
32,117,3.2e+07,105,-2,6,53,11.111,1,1,9.9099,12,20,2,-72.6,-54.055,21.995
32,117,3.2e+07,110,0.5,33,26,10.256,4,1,9.5238,0,9.375,7,-63.622,-52.916,23.061
64,59,6.4e+07,120,0.5,40,10,11.864,3,1,21.053,0,5.1282,1,-67.801,-47.63,18.088
64,59,6.4e+07,65,4,41,11,11.864,0,2,5.5556,17,12.5,7,-59.031,-60.254,30.589
64,59,6.4e+07,70,-4,36,6,11.864,1,1,4.3478,2,14.286,9,-82.785,-59.085,25.066
96,45,9.6e+07,50,2,20,3,13.333,1,1,8,3,15.789,3,-67.686,-62.081,33.026
32,117,3.2e+07,50,1,73,14,11.111,1,2,11.364,9,9.7222,10,-64.539,-66.852,33.533
96,45,9.6e+07,85,-3,38,15,13.333,0,0,0,0,13.514,21,-82.596,-53.857,20.851
96,45,9.6e+07,70,-5,7,16,13.333,3,0,13.158,1,0,0,-87.976,-57.324,22.32
96,45,9.6e+07,60,-1.5,35,12,13.333,1,1,10,1,11.765,6,-77.773,-59.674,28.107
96,45,9.6e+07,60,-4.5,40,17,13.333,1,3,20,4,10.256,2,-86.607,-59.674,25.165
64,59,6.4e+07,100,1.5,29,1,11.864,1,1,13.333,0,7.1429,4,-65.222,-52.185,23.474
32,117,3.2e+07,120,5,23,36,11.111,1,1,11.702,0,4.5455,0,-49.442,-50.64,21.99
96,45,9.6e+07,110,4.5,38,15,13.333,2,2,28.571,3,8.1081,0,-58.534,-48.145,22.265
64,59,6.4e+07,105,-1,29,1,11.864,0,1,10,17,10.714,5,-73.753,-51.045,20.021
64,59,6.4e+07,70,5,37,7,11.864,0,1,9.0909,12,11.111,2,-55.778,-59.085,29.113
64,59,6.4e+07,65,1,46,16,11.864,1,1,7.6923,6,11.111,2,-67.766,-60.254,30.545
64,59,6.4e+07,55,4,38,8,11.864,0,3,4.7619,15,13.514,3,-59.002,-62.629,31.437
32,117,3.2e+07,110,-3.5,48,11,11.111,2,5,7.2464,8,14.894,0,-75.399,-52.916,19.391
96,45,9.6e+07,70,-3.5,38,15,13.333,2,2,28.571,3,8.1081,3,-83.536,-57.324,23.814
96,45,9.6e+07,115,5,3,20,13.333,0,1,9.5238,24,50,0,-57.546,-47.006,21.639
96,45,9.6e+07,110,-5,1,22,13.333,0,0,11.364,15,0,0,-88.467,-48.145,13.144
32,117,3.2e+07,105,0.5,81,22,11.111,1,4,8.3333,14,11.25,7,-65.138,-54.055,24.229
64,59,6.4e+07,110,5,35,5,11.864,0,3,8.3333,16,11.765,2,-55.454,-49.905,23.838
96,45,9.6e+07,60,1,16,7,13.333,0,1,10.345,12,13.333,4,-70.622,-59.674,30.338
96,45,9.6e+07,115,1,41,18,13.333,1,0,25,1,10,14,-70.034,-47.006,17.985
96,45,9.6e+07,75,-1,40,17,13.333,0,1,0,0,12.821,1,-76.2,-56.163,25.12
64,59,6.4e+07,115,-3.5,20,10,11.864,0,2,10.256,25,10.526,5,-81.274,-48.767,15.265
64,59,6.4e+07,90,3,11,19,11.864,2,0,12.5,0,0,0,-60.897,-54.471,26.58
32,117,3.2e+07,100,-1.5,52,7,11.111,2,2,12.308,0,7.8431,2,-69.187,-55.195,23.525
64,59,6.4e+07,65,2,47,17,11.864,2,0,16.667,3,8.6957,28,-64.968,-60.254,30.991
96,45,9.6e+07,60,2,4,19,11.111,1,0,9.7561,7,0,0,-67.794,-59.674,31.051
32,117,3.2e+07,50,-4.5,96,37,11.111,1,1,4.7619,6,11.579,6,-81.038,-66.852,32.19
96,45,9.6e+07,95,-2,4,19,13.333,2,1,9.7561,2,33.333,1,-78.649,-51.566,19.558
64,59,6.4e+07,90,0,19,11,11.864,1,1,12.5,2,5.5556,3,-70.44,-54.471,24.363
96,45,9.6e+07,105,1.5,24,1,13.333,2,2,14.286,0,8.6957,1,-67.215,-49.284,20.714
32,117,3.2e+07,115,3,9,50,11.111,3,1,10.185,1,12.5,3,-56.988,-51.778,23.634
96,45,9.6e+07,65,-2,13,10,13.333,1,3,6.25,8,25,2,-79.277,-58.494,26.457
32,117,3.2e+07,95,0.5,35,24,11.111,5,1,12.195,2,5.8824,15,-64.677,-56.337,26.243
96,45,9.6e+07,95,-4,29,6,13.333,2,0,18.75,0,7.1429,14,-84.133,-51.566,17.564
32,117,3.2e+07,65,-2,70,11,11.111,2,3,8.5106,4,11.594,14,-72.886,-63.265,30.815
96,45,9.6e+07,65,1,22,1,13.333,2,0,17.391,1,4.7619,12,-70.146,-58.494,29.206
64,59,6.4e+07,55,-0.5,37,7,11.864,2,1,18.182,9,5.5556,4,-72.583,-62.629,31.711
64,59,6.4e+07,120,4,28,2,11.864,1,0,12.903,3,7.4074,20,-58.701,-47.63,21.303
32,117,3.2e+07,75,5,9,50,11.111,3,2,9.2593,4,25,1,-50.651,-60.934,25.262
64,59,6.4e+07,95,-0.5,32,2,10.169,0,1,3.7037,24,12.903,11,-72.437,-53.327,22.774
32,117,3.2e+07,50,3,24,35,11.111,1,2,10.753,6,8.6957,4,-58.306,-66.852,30.738
96,45,9.6e+07,65,1,34,11,13.333,2,1,18.182,0,9.0909,0,-68.823,-58.494,29.109
96,45,9.6e+07,55,0.5,18,5,11.111,2,1,11.111,0,5.8824,1,-70.912,-60.868,30.958
32,117,3.2e+07,60,-5,35,24,11.111,1,2,9.7561,4,11.765,19,-82.088,-64.445,29.371
64,59,6.4e+07,110,-4,30,0,11.864,1,1,13.793,7,6.8966,9,-82.736,-49.905,15.903
64,59,6.4e+07,80,-5,22,8,11.864,0,1,10.811,22,9.5238,11,-86.027,-56.768,21.763
96,45,9.6e+07,120,2.5,43,20,13.333,0,2,0,0,11.905,1,-65.473,-45.869,18.322
32,117,3.2e+07,105,5,50,9,11.111,4,3,13.433,0,6.1224,2,-49.698,-54.055,23.341
32,117,3.2e+07,50,-1,61,2,11.111,3,3,7.1429,8,13.333,10,-70.25,-66.852,34.217
96,45,9.6e+07,110,-4,37,14,13.333,1,1,12.5,3,11.111,8,-85.171,-48.145,14.144
32,117,3.2e+07,60,3.5,27,32,10.256,1,4,7.7778,9,15.385,1,-55.998,-64.445,28.918
64,59,6.4e+07,50,4.5,25,5,11.864,0,2,8.8235,14,12.5,4,-57.826,-63.842,31.356
64,59,6.4e+07,115,1,31,1,11.864,2,1,14.286,1,6.6667,1,-66.807,-48.767,19.7
96,45,9.6e+07,105,-5,2,21,13.333,2,0,11.628,0,0,0,-87.455,-49.284,14.283
64,59,6.4e+07,100,4.5,3,27,11.864,0,0,10.714,23,0,0,-57.546,-52.185,25.576
32,117,3.2e+07,120,-2,57,2,10.256,2,4,5,1,14.286,7,-71.767,-50.64,18.607
32,117,3.2e+07,105,-1.5,21,38,11.111,3,2,10.417,6,10,10,-71.224,-54.055,22.472
32,117,3.2e+07,65,2,108,49,11.111,1,2,11.111,1,10.28,12,-60.639,-63.265,30.746
32,117,3.2e+07,55,-1.5,39,20,11.111,1,4,6.4103,0,18.421,6,-70.16,-65.639,32.826
32,117,3.2e+07,100,4.5,54,5,11.111,1,3,9.5238,22,11.321,1,-52.705,-55.195,25.264
96,45,9.6e+07,70,-3,3,20,13.333,0,1,9.5238,21,50,1,-82.251,-57.324,24.31
96,45,9.6e+07,90,-2.5,9,14,13.333,4,0,13.889,2,0,0,-80.465,-52.71,20.203
64,59,6.4e+07,85,-1.5,3,27,11.864,0,0,10.714,14,0,0,-75.532,-55.618,24.074
32,117,3.2e+07,85,-2.5,50,9,11.111,2,3,8.9552,4,12.245,12,-74.153,-58.628,26.008
32,117,3.2e+07,85,1.5,90,31,11.111,2,3,11.111,17,10.112,9,-62.381,-58.628,28.601
96,45,9.6e+07,110,-4.5,27,4,13.333,2,1,11.111,1,11.538,2,-85.97,-48.145,13.644
64,59,6.4e+07,80,4.5,51,21,11.864,0,3,0,0,12,5,-57.275,-56.768,28.504
32,117,3.2e+07,95,-4.5,68,9,11.111,1,4,4.0816,19,14.925,5,-80.134,-56.337,21.819
64,59,6.4e+07,105,-3,54,24,11.864,0,1,0,0,11.321,2,-79.623,-51.045,18.039
96,45,9.6e+07,50,0.5,35,12,13.333,1,2,10,4,11.765,6,-72.276,-62.081,32.185
96,45,9.6e+07,80,-0.5,12,11,13.333,2,2,9.0909,5,18.182,0,-73.912,-55.008,24.452
32,117,3.2e+07,105,2.5,84,25,11.111,2,2,6.0606,2,12.048,7,-58.903,-54.055,25.325
96,45,9.6e+07,75,-3.5,43,20,13.333,0,2,0,0,11.905,0,-83.122,-56.163,22.654
96,45,9.6e+07,55,-1.5,39,16,13.333,1,1,16.667,2,10.526,0,-77.26,-60.868,29.269
96,45,9.6e+07,60,-2.5,44,21,11.111,0,1,0,0,9.3023,7,-81.333,-59.674,27.144
96,45,9.6e+07,100,-5,22,1,13.333,1,3,8.6957,0,14.286,3,-87.236,-50.424,15.423
32,117,3.2e+07,85,2.5,88,29,11.111,1,4,10.345,0,10.345,3,-57.733,-58.628,27.648
64,59,6.4e+07,85,3,37,7,11.864,2,1,9.0909,6,11.111,1,-61.31,-55.618,27.581
32,117,3.2e+07,65,-2,81,22,10.256,4,2,13.889,2,7.5,2,-72.03,-63.265,30.723
32,117,3.2e+07,120,-3,40,19,11.111,0,5,7.7922,25,15.385,1,-74.911,-50.64,17.624
64,59,6.4e+07,90,2,17,13,11.864,1,2,7.1429,8,18.75,1,-64.334,-54.471,26.045
32,117,3.2e+07,120,-5,10,49,11.111,2,1,10.28,7,11.111,7,-81.882,-50.64,15.637
96,45,9.6e+07,120,5,24,1,13.333,3,1,19.048,5,4.3478,6,-58.12,-45.869,20.618
64,59,6.4e+07,85,1,10,20,10.169,1,0,10.204,9,0,0,-68.085,-55.618,26.379
64,59,6.4e+07,85,-2.5,55,25,11.864,0,2,0,0,11.111,2,-78.123,-55.618,23.094
96,45,9.6e+07,120,3.5,32,9,13.333,3,0,23.077,0,6.4516,21,-61.729,-45.869,19.258
32,117,3.2e+07,75,1,52,7,11.111,1,5,7.6923,8,13.725,6,-63.709,-60.934,30.093
64,59,6.4e+07,75,-1,18,12,11.864,1,1,9.7561,8,11.765,7,-73.909,-57.924,26.816
96,45,9.6e+07,95,-2,5,18,11.111,0,0,10,14,0,0,-79.537,-51.566,19.559
32,117,3.2e+07,55,-4,45,14,11.111,2,3,9.7222,9,11.364,5,-78.934,-65.639,31.44
64,59,6.4e+07,90,4.5,43,13,11.864,1,3,6.25,3,11.905,0,-55.822,-54.471,26.584
64,59,6.4e+07,80,-4,25,5,10.169,1,2,5.8824,10,12.5,1,-82.325,-56.768,22.756
32,117,3.2e+07,55,-1,58,1,11.111,3,0,10.169,10,10.526,34,-70.483,-65.639,33.408
64,59,6.4e+07,50,3.5,48,18,11.864,1,2,9.0909,6,10.638,3,-60.664,-63.842,32.458
32,117,3.2e+07,75,-1,64,5,11.111,1,1,9.434,17,11.111,14,-70.242,-60.934,29.452
96,45,9.6e+07,110,-3.5,34,11,13.333,2,1,18.182,8,9.0909,3,-83.642,-48.145,14.643
32,117,3.2e+07,70,-3,98,39,11.111,2,2,10.526,1,10.309,8,-75.281,-62.095,28.892
64,59,6.4e+07,85,-4,36,6,11.864,2,3,8.6957,6,11.429,3,-82.365,-55.618,21.609
32,117,3.2e+07,70,5,15,44,11.111,0,3,8.8235,30,21.429,1,-51.471,-62.095,26.11
64,59,6.4e+07,105,2,18,12,11.864,1,2,9.7561,0,11.765,6,-63.773,-51.045,22.819
64,59,6.4e+07,85,-4,5,25,11.864,1,1,9.2593,6,25,1,-82.457,-55.618,21.609
64,59,6.4e+07,75,-5,51,21,11.864,0,1,0,0,12,6,-85.995,-57.924,22.917
32,117,3.2e+07,115,-4,94,35,11.111,3,4,13.043,18,9.6774,0,-76.902,-51.778,17.764
32,117,3.2e+07,65,3,104,45,11.111,2,1,15.385,10,9.7087,7,-58.102,-63.265,29.947
96,45,9.6e+07,120,-4.5,19,4,13.333,1,1,15.385,10,5.5556,9,-86.855,-45.869,11.369
96,45,9.6e+07,100,4.5,41,18,13.333,1,2,25,2,10,0,-58.665,-50.424,24.317
32,117,3.2e+07,110,-4,75,16,11.111,3,4,9.5238,2,10.811,11,-77.961,-52.916,18.902
32,117,3.2e+07,55,3,55,4,11.111,0,2,6.4516,34,14.815,6,-58.456,-65.639,30.696
32,117,3.2e+07,65,1,108,49,11.111,0,2,0,0,11.215,8,-64.434,-63.265,31.8
32,117,3.2e+07,55,1.5,59,0,11.111,4,1,12.069,0,8.6207,9,-60.655,-65.639,30.958
32,117,3.2e+07,60,-4,8,51,11.111,4,2,9.1743,5,28.571,2,-78.404,-64.445,30.274
32,117,3.2e+07,100,3.5,66,7,11.111,2,4,7.8431,6,12.308,3,-55.804,-55.195,25.979
64,59,6.4e+07,120,-5,2,28,10.169,0,0,8.7719,12,0,0,-85.98,-47.63,12.629
64,59,6.4e+07,50,4.5,19,11,11.864,1,2,7.5,11,16.667,6,-57.808,-63.842,31.341
96,45,9.6e+07,110,-4.5,11,12,13.333,1,0,14.706,7,0,0,-86.92,-48.145,13.644
96,45,9.6e+07,100,5,18,5,13.333,1,2,11.111,5,11.765,2,-57.895,-50.424,24.709
96,45,9.6e+07,70,-2.5,21,2,13.333,1,1,8.3333,0,15,0,-79.375,-57.324,24.797
32,117,3.2e+07,60,-4,74,15,11.111,3,2,9.3023,6,10.959,5,-78.878,-64.445,30.291
32,117,3.2e+07,70,-1.5,114,55,11.111,0,3,0,0,10.619,5,-71.501,-62.095,30.124
96,45,9.6e+07,95,2.5,29,6,13.333,2,2,12.5,3,10.714,1,-65.277,-51.566,23.885
96,45,9.6e+07,85,0,31,8,13.333,1,1,7.1429,9,13.333,10,-73.466,-53.857,23.81
96,45,9.6e+07,60,2.5,32,9,13.333,1,2,7.6923,5,12.903,1,-65.643,-59.674,31.194
64,59,6.4e+07,50,1.5,12,18,11.864,2,1,10.638,0,9.0909,9,-65.769,-63.842,33.189
96,45,9.6e+07,105,-4.5,25,2,13.333,1,1,10,7,12.5,0,-85.912,-49.284,14.783
64,59,6.4e+07,80,-0.5,16,14,11.864,1,1,11.628,4,6.6667,5,-72.242,-56.768,26.147
96,45,9.6e+07,95,-1,43,20,11.111,1,0,50,1,7.1429,13,-76.087,-51.566,20.551
32,117,3.2e+07,110,-3.5,56,3,11.111,4,1,11.475,2,9.0909,15,-76.964,-52.916,19.399
64,59,6.4e+07,110,2,29,1,11.864,1,1,16.667,7,3.5714,0,-63.818,-49.905,21.733
64,59,6.4e+07,95,3.5,15,15,11.864,1,0,13.636,4,0,0,-60.334,-53.327,26.038
32,117,3.2e+07,80,2.5,83,24,11.111,5,1,17.647,4,7.3171,22,-58.88,-59.779,28.796
64,59,6.4e+07,50,-1,33,3,11.864,1,0,7.6923,9,12.5,12,-74.465,-63.842,32.481
96,45,9.6e+07,120,-1,12,11,13.333,1,0,15.152,6,0,0,-76.368,-45.869,14.865
96,45,9.6e+07,85,2,10,13,13.333,0,1,11.429,12,11.111,8,-67.436,-53.857,25.671
32,117,3.2e+07,95,-2.5,7,52,11.111,1,2,9.0909,7,33.333,0,-72.766,-56.337,23.74
64,59,6.4e+07,115,0.5,17,13,11.864,1,2,9.5238,9,12.5,0,-68.31,-48.767,19.219
64,59,6.4e+07,120,3,35,5,11.864,1,2,8.3333,8,11.765,1,-61.182,-47.63,20.442
96,45,9.6e+07,120,3.5,45,22,13.333,0,1,0,0,11.364,9,-62.926,-45.869,19.284
96,45,9.6e+07,105,-1,25,2,13.333,0,1,5,12,16.667,1,-75.961,-49.284,18.274
32,117,3.2e+07,60,-3.5,51,8,10.256,2,4,7.5758,0,12,3,-75.892,-64.445,30.644
64,59,6.4e+07,100,2,28,2,11.864,0,0,9.6774,20,11.111,16,-64.936,-52.185,23.96
64,59,6.4e+07,60,4,57,27,11.864,0,1,0,0,10.714,0,-58.277,-61.435,30.565
32,117,3.2e+07,90,1,64,5,11.111,0,6,5.6604,28,14.286,4,-63.38,-57.481,27.488
64,59,6.4e+07,95,3,28,2,11.864,2,1,6.4516,4,14.815,10,-61.629,-53.327,25.728
32,117,3.2e+07,65,-2.5,101,42,11.111,1,2,6.25,10,11,0,-72.949,-63.265,30.321
64,59,6.4e+07,90,-3.5,48,18,11.864,1,0,9.0909,3,10.638,19,-81.279,-54.471,20.962
64,59,6.4e+07,90,3,45,15,11.864,1,4,7.1429,9,11.364,3,-61.398,-54.471,26.669
64,59,6.4e+07,75,-1,27,3,11.864,2,2,9.375,9,11.538,0,-72.879,-57.924,26.787
32,117,3.2e+07,90,-2,35,24,11.111,2,2,10.976,4,8.8235,9,-72.706,-57.481,25.353
32,117,3.2e+07,110,-2,14,45,11.111,4,0,11.65,0,0,0,-71.351,-52.916,20.854
32,117,3.2e+07,55,3.5,107,48,11.111,0,2,0,0,11.321,3,-56.84,-65.639,29.802
64,59,6.4e+07,110,-3.5,59,29,11.864,0,2,0,0,10.345,7,-81.279,-49.905,16.402
96,45,9.6e+07,100,3,13,10,13.333,3,1,12.5,4,8.3333,7,-64.136,-50.424,23.243
32,117,3.2e+07,50,-4.5,45,14,11.111,3,4,11.111,7,9.0909,1,-79.901,-66.852,32.142
96,45,9.6e+07,60,-2,25,2,13.333,1,2,10,7,12.5,1,-79.187,-59.674,27.625
64,59,6.4e+07,85,3.5,16,14,11.864,1,3,4.6512,6,26.667,0,-59.136,-55.618,27.52
96,45,9.6e+07,100,-2.5,38,15,13.333,2,2,28.571,4,8.1081,8,-80.589,-50.424,17.92
96,45,9.6e+07,90,-4.5,2,21,13.333,2,0,11.628,4,0,0,-86.774,-52.71,18.209
64,59,6.4e+07,120,-4.5,39,9,11.864,2,2,10,2,10.526,8,-83.863,-47.63,13.129
32,117,3.2e+07,90,3,46,13,11.111,2,4,8.4507,6,13.333,5,-57.535,-57.481,27.498
64,59,6.4e+07,80,-2.5,53,23,11.864,1,1,16.667,3,9.6154,2,-78.026,-56.768,24.236
64,59,6.4e+07,95,-2,2,28,11.864,2,0,10.526,2,0,0,-76.528,-53.327,21.306
64,59,6.4e+07,60,0,32,2,11.864,1,1,7.4074,8,12.903,10,-71.166,-61.435,30.996
32,117,3.2e+07,95,-1.5,53,6,11.111,2,1,12.5,16,7.6923,3,-71.24,-56.337,24.699
96,45,9.6e+07,100,-1,20,3,13.333,1,2,12,6,10.526,5,-76.148,-50.424,19.412
96,45,9.6e+07,115,5,10,13,13.333,2,0,14.286,6,0,0,-58.323,-47.006,21.697
32,117,3.2e+07,80,-1,7,52,11.111,3,1,10,2,16.667,0,-68.089,-59.779,28.181
32,117,3.2e+07,80,-3,20,39,11.111,1,2,10.309,21,10.526,10,-76.165,-59.779,26.68
64,59,6.4e+07,50,1,45,15,11.864,1,1,7.1429,6,11.364,11,-68.44,-63.842,33.549
64,59,6.4e+07,75,-4,22,8,11.864,1,2,10.811,2,9.5238,2,-82.334,-57.924,23.908
32,117,3.2e+07,70,1,22,37,11.111,3,2,10.526,4,9.5238,0,-62.324,-62.095,30.198
96,45,9.6e+07,55,5,29,6,13.333,0,3,0,0,17.857,2,-58.318,-60.868,31.398
64,59,6.4e+07,80,-0.5,36,6,11.864,1,0,13.043,11,8.5714,14,-72.387,-56.768,26.151
32,117,3.2e+07,100,-5,6,53,11.111,0,1,9.9099,26,20,0,-80.696,-55.195,20.183
96,45,9.6e+07,85,4.5,1,22,13.333,1,0,11.364,6,0,0,-59.935,-53.857,27.399
64,59,6.4e+07,105,2.5,42,12,10.169,1,2,5.8824,3,9.7561,3,-62.936,-51.045,23.272
96,45,9.6e+07,120,-5,39,16,13.333,1,0,16.667,4,10.526,15,-88.312,-45.869,10.869
64,59,6.4e+07,65,2,50,20,11.864,2,2,22.222,2,8.1633,1,-64.229,-60.254,30.792
64,59,6.4e+07,60,4,50,20,11.864,0,2,0,0,12.245,4,-58.975,-61.435,31.023
64,59,6.4e+07,70,-1,56,26,11.864,0,1,0,0,10.909,3,-73.931,-59.085,27.945
32,117,3.2e+07,100,-5,87,28,11.111,1,3,6.6667,17,11.628,1,-80.814,-55.195,20.183
64,59,6.4e+07,70,1.5,49,19,10.169,1,1,10,7,8.3333,1,-66.086,-59.085,29.795
32,117,3.2e+07,110,2.5,96,37,11.111,1,3,4.7619,15,11.579,7,-59.42,-52.916,24.539
96,45,9.6e+07,105,-0.5,20,3,13.333,1,1,12,1,10.526,4,-74.34,-49.284,18.77
32,117,3.2e+07,50,4,16,43,11.111,4,0,11.881,4,0,0,-55.363,-66.852,29.066
64,59,6.4e+07,75,1,49,19,11.864,1,2,10,0,10.417,7,-66.902,-57.924,28.406
96,45,9.6e+07,70,-4,1,22,13.333,1,0,11.364,2,0,0,-85.375,-57.324,23.317
32,117,3.2e+07,85,-1.5,59,0,11.111,1,2,10.345,12,10.345,1,-70.665,-58.628,26.865
64,59,6.4e+07,50,-0.5,1,29,11.864,3,0,10.345,3,0,0,-72.575,-63.842,32.797
64,59,6.4e+07,60,-4,24,6,11.864,2,1,11.429,2,8.6957,9,-82.853,-61.435,27.403
96,45,9.6e+07,75,4.5,29,6,13.333,1,1,6.25,6,14.286,4,-59.857,-56.163,29.118
32,117,3.2e+07,110,-3.5,50,9,11.111,3,0,10.448,1,10.204,29,-76.683,-52.916,19.398
64,59,6.4e+07,110,-1,32,2,10.169,1,2,7.4074,3,9.6774,4,-73.473,-49.905,18.886
32,117,3.2e+07,60,3.5,54,5,11.111,3,4,9.5238,14,11.321,11,-56.642,-64.445,29.476
32,117,3.2e+07,65,3,101,42,11.111,2,1,12.5,12,10,6,-58.139,-63.265,29.976
96,45,9.6e+07,65,-2,12,11,13.333,2,0,15.152,10,0,0,-79.662,-58.494,26.46
32,117,3.2e+07,110,-2,59,0,11.111,2,2,6.8966,16,13.793,19,-73.033,-52.916,20.874
64,59,6.4e+07,85,-1,35,5,11.864,2,0,16.667,3,5.8824,18,-73.585,-55.618,24.549
64,59,6.4e+07,70,2,42,12,11.864,1,2,5.8824,11,12.195,4,-64.739,-59.085,30.04
96,45,9.6e+07,120,0.5,38,15,13.333,1,3,14.286,2,10.811,2,-71.084,-45.869,16.356
64,59,6.4e+07,115,-4.5,52,22,11.864,1,2,14.286,5,9.8039,4,-84.103,-48.767,14.266
96,45,9.6e+07,90,4,32,9,13.333,1,3,7.6923,6,12.903,3,-61.122,-52.71,26.125
32,117,3.2e+07,65,0.5,78,19,11.111,2,4,7.6923,4,11.688,5,-65.174,-63.265,31.605
64,59,6.4e+07,100,-4.5,32,2,11.864,1,3,7.4074,7,12.903,5,-84.059,-52.185,17.682
64,59,6.4e+07,95,-5,41,11,11.864,1,1,11.111,0,10,10,-84.88,-53.327,18.324
96,45,9.6e+07,115,4.5,35,12,13.333,3,0,30,4,5.8824,14,-59.58,-47.006,21.273
32,117,3.2e+07,90,1,111,52,11.111,1,3,16.667,2,10,3,-63.287,-57.481,27.468
64,59,6.4e+07,105,4.5,4,26,10.169,2,0,9.0909,2,0,0,-57.088,-51.045,24.58
32,117,3.2e+07,60,0.5,103,44,11.111,1,1,7.1429,7,10.784,0,-64.37,-64.445,31.897
32,117,3.2e+07,105,5,58,1,11.111,4,3,11.864,0,8.7719,14,-49.702,-54.055,23.344
64,59,6.4e+07,105,5,42,12,11.864,1,1,5.8824,6,12.195,5,-55.711,-51.045,24.769
32,117,3.2e+07,110,2.5,14,45,11.111,3,2,9.7087,0,15.385,3,-57.613,-52.916,24.148
32,117,3.2e+07,55,4.5,70,11,11.111,1,3,4.2553,14,14.493,2,-53.323,-65.639,27.575
64,59,6.4e+07,75,4,43,13,11.864,0,2,6.25,14,11.905,1,-58.473,-57.924,29.179
64,59,6.4e+07,120,-2.5,58,28,11.864,0,1,0,0,10.526,0,-77.422,-47.63,15.125
96,45,9.6e+07,110,3.5,16,7,13.333,0,3,3.4483,13,26.667,6,-62.699,-48.145,21.495
